dot_number,legal_name,dba_name,phone,email,physical_address,physical_city,physical_state,physical_zip,power_units,drivers,inspection_date,oos_total,vehicle_oos,driver_oos,total_violations,inspection_state,inspection_level,safer_link
3544054,P & M ELITE TRUCKING SERVICE LLC,,,,5578 HOLLYTHORN DRIVE,BRECKSVILLE,OH,44141,,,20260225,1,1,0,4,NJ,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3544054
164815,STOROPACK INC,,,,4758 DEVITT DR,CINCINNATI,OH,45246,,,20260225,2,2,0,8,NJ,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=164815
1486168,NFI INTERACTIVE LOGISTICS LLC,,,,2 COOPER STREET,CAMDEN,NJ,08102,,,20260316,1,0,1,2,NJ,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1486168
372163,HERC RENTALS INC,,,,27500 RIVERVIEW CENTER BLVD BLDG 7 #100,BONITA SPRINGS,FL,34134,,,20260316,1,1,0,5,NJ,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=372163
851347,TOP SHELF TRANSPORTATION INC,,,,833 RANCOCAS ROAD,WESTAMPTON,NJ,08060,,,20260318,1,1,0,8,NJ,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=851347
2834398,4D TRUCKING & LOGISTICS INC,,,,3600 W 127TH STREET,ALSIP,IL,60803,,,20260112,1,1,0,3,NJ,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2834398
2845833,JET HAULING LLC,,,,83 IRONS GATE STREET SUITE 3,TOMS RIVER,NJ,08753,,,20260316,4,3,1,10,NJ,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2845833
338465,HARRY O HAHN SEAFOOD INC,,,,3024 PENN AVE,READING,PA,19609,,,20260316,1,1,0,2,NJ,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=338465
2634186,AMELIA TRUCKING LLC,,,,268 UNION ST,STIRLING,NJ,07980,,,20260316,1,1,0,3,NJ,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2634186
3035413,SABBAS LANDSCAPING,,,,175 RAMTOWNGREENVILLE RD 175 RAMTOWNGREENVILLE RD,HOWELL,NJ,07731,,,20260316,1,0,1,3,NJ,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3035413
3008811,MEDRANO TRANSPORTATION SERVICES LLC,,,,170 CANFIELD AVE,MINE HILL,NJ,07803,,,20260316,2,2,0,4,NJ,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3008811
3206244,TRISTRUX LLC,,,,473 US HIGHWAY 46,CLIFTON,NJ,07072,,,20260318,2,2,0,4,NJ,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3206244
3403186,P&E TRASH OUT LLC,,,,451 BRENTWOOD AVE,TOMS RIVER,NJ,08755,,,20260225,1,0,1,8,NJ,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3403186
4221606,ZX EXPRESS LLC,,,,128 BEACON AVE APT 1,JERSEY CITY,NJ,07306,,,20260318,1,1,0,5,NJ,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4221606
1113540,K & T EXPRESS INC,,,,781 FAIRVIEW AVE,FAIRVIEW,NJ,07022,,,20260316,2,2,0,4,NJ,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1113540
3536127,ALLURE LOGISTICS & TRANSPORTATION INC,,,,95 PRESIDENTIAL DR,ENGLEWOOD,NJ,07631,,,20260112,2,2,0,11,NJ,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3536127
695863,WEST SHORE TRUCKING INC,,,,1294 RT 33,FARMINGDALE,NJ,07727,,,20260318,6,6,0,9,NJ,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=695863
3874148,RMA LOGISTICS LLC,,,,5713 S JEBEL WAY,CENTENNIAL,CO,80015,,,20260318,2,2,0,5,NJ,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3874148
3843154,KEYS UNLIMITED LLC,,,,1620 US -22 SUITE 100-13,UNION,NJ,07083,,,20260318,3,3,0,10,NJ,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3843154
3901777,BEDROCK STEEL LLC,,,,1080 FARMINGDALE RD,JACKSON,NJ,08527,,,20260202,1,0,1,1,NJ,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3901777
1356270,GREEN JEWELRY TRUCKING SERVICE INC,,,,2500 83RD STREET,NORTH BERGEN,NJ,07047,,,20260318,3,3,0,8,NJ,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1356270
3572939,THIS IS US TRUCKING LLC,,,,2785 STATE ST,HAMDEN,CT,06517,,,20260318,1,0,1,6,NJ,3,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3572939
3381103,VAN NICK PALLET INC,,,,104 SNYDER RD,S PLAINFIELD,NJ,07080,,,20260225,1,0,1,3,NJ,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3381103
2072588,SEAVIEW BEVERAGE INC,,,,195 LEHIGH AVE SUITE 10,LAKEWOOD,NJ,08701,,,20260225,1,0,1,1,NJ,3,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2072588
1748475,J E C LOGISTICS LLC,,,,31 NEW LAWN AVENUE,KEARNY,NJ,07032,,,20260225,5,3,2,10,NJ,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1748475
3865191,SPNOZA LLC,,,,58 STATE STREET STE 804 #5482,ALBANY,NY,12207,,,20260203,1,1,0,3,NJ,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3865191
1065893,M S INTERNATIONAL INC,,,,2095 N BATAVIA STREET,ORANGE,CA,92865,,,20260316,1,1,0,3,NJ,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1065893
566823,DIXON BROS INC,,,,100 POCONO ROAD,MOUNTAIN LAKES,NJ,07046,,,20260203,1,1,0,3,NJ,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=566823
2099664,IMPACT FOOD DISTRIBUTING INC,,,,52 BUTLER STREET,ELIZABETH,NJ,07206,,,20260203,1,1,0,6,NJ,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2099664
2923949,L & Y ENTERPRISES LLC,,,,1114 E BLACK HORSE PIKE,HAMMONTON,NJ,08037,,,20260316,1,0,1,3,NJ,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2923949
3124272,BLUE POINT TRANSPORT LLC,,,,746 VIVIAN TER,UNION,NJ,07083,,,20260316,1,0,1,2,NJ,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3124272
866277,FREEHOLD AMERICAN INC,,,,243 THROCKMORTON ST,FREEHOLD,NJ,07728,,,20260316,1,0,1,7,NJ,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=866277
4392236,CARGO MOTION LLC,,,,900 E 19TH ST,PATERSON,NJ,07501,,,20260316,2,1,1,11,NJ,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4392236
3703168,SOA SERVICES LTD,,,,3368 OSPREY RIDGE DR,COLORADO SPRINGS,CO,80916,,,20260323,2,2,0,3,SD,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3703168
4392236,CARGO MOTION LLC,,,,900 E 19TH ST,PATERSON,NJ,07501,,,20260316,2,1,1,11,NJ,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4392236
3139412,HOLD END DISTRIBUTORS INC,,,,100 HOFFMAN PLACE,HILLSIDE,NJ,07205,,,20260316,1,0,1,3,NJ,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3139412
1796889,STATEWIDE CARRIERS LLC,,,,1 CAPE MAY STREET,HARRISON,NJ,07029,,,20260316,1,1,0,11,NJ,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1796889
4377833,INDY TRUCKING HUB LLC,,,,8117 MEDLEY ST APT 102,AVON,IN,46123,,,20260316,3,2,1,6,NJ,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4377833
4038630,M&B TROPICAL LLC,,,,575 GROVE ST UNIT E12,CLIFTON,NJ,07013,,,20260316,1,1,0,2,NJ,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4038630
742461,BARCLAY BRAND CORPORATION,,,,2401 SOUTH CLINTON AVENUE,SOUTH PLAINFIELD,NJ,07080,,,20260316,1,1,0,1,NJ,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=742461
3301966,AAG SERVICES LLC,,,,176 MORRIS ST,MORRISTOWN,NJ,07960,,,20260316,3,3,0,6,NJ,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3301966
3887131,EJV MATERIALS LLC,,,,1700 MANHATTAN AVENUE,UNION CITY,NJ,07087,,,20260316,1,1,0,7,NJ,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3887131
4161814,T HILER CONTRACTORS LLC,,,,194 KINGS HIGHWAY SUITE 5,LANDING,NJ,07850,,,20260316,6,6,0,8,NJ,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4161814
3089764,CABRERA TRANSPORT LLC,,,,303 N 13TH ST,NEWARK,NJ,07107,,,20260316,3,3,0,5,NJ,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3089764
2506818,JRV LOGISTICS INC,,,,16525 W 159TH ST #313,LOCKPORT,IL,60441,,,20260323,1,1,0,1,SD,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2506818
2458176,C M T TRUCKING CORP,,,,69 BEAUMONT PLACE,NEWARK,NJ,07104,,,20260316,2,2,0,6,NJ,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2458176
3722213,LATEREM LLC,,,,425 STATE ROUTE 34,COLTS NECK,NJ,07722,,,20260316,2,1,1,2,NJ,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3722213
2974375,RE-EARTH OF STROUDSBURG INC,,,,2 KATZ RD STE 1,STROUDSBURG,PA,18360,,,20260316,2,2,0,6,NJ,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2974375
4160650,JONAS EXPRESS LLC,,,,1802 CLINTON ST,LINDEN,NJ,07036,,,20260318,2,2,0,11,MD,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4160650
1370555,C FRANCIS CONSTRUCTION CORP,,,,501 E 93RD STREET,BROOKLYN,NY,11212,,,20260316,1,0,1,1,NJ,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1370555
448743,DELAWARE VALLEY BOX & LUMBER CO,,,,2651 E STATE ST,TRENTON,NJ,08619,,,20260316,2,2,0,3,NJ,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=448743
1722768,CAMPBELL FOUNDRY COMPANY,,,,800 BERGEN STREET,HARRISON,NJ,07029,,,20260316,2,2,0,3,NJ,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1722768
4071552,ELMO SOLUTIONS LLC,,,,153 CHESNUT AVE,IRVINGTON,NJ,07111,,,20260316,1,1,0,4,NJ,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4071552
2481305,IDEAL TRANS LLC,,,,1498 CLYDE WAITE DR,BRISTOL,PA,19007,,,20260323,1,0,1,4,OR,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2481305
2609292,ADESTRANSIT LIMITED LIABILITY COMPANY,,,,146 JEFFERSON TRAIL,HOPATCONG,NJ,07843,,,20260316,1,1,0,1,NJ,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2609292
3116163,MIA'S TRANSPORT LLC,,,,56 FERGUSON ST APT A3,NEWARK,NJ,07105,,,20260316,1,1,0,2,NJ,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3116163
2080611,ORLY INDUSTRY INC,,,,100 COIT STREET,IRVINGTON,NJ,07111,,,20260316,2,0,2,3,NJ,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2080611
4044056,REGONZ INSULATION LLC,,,,91 E SOMERSET ST STE F,RARITAN,NJ,08869,,,20260316,2,1,1,5,NJ,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4044056
896985,MONTECALVO DISPOSAL SERVICES INC,,,,75 CROWS MILL ROAD,KEASBEY,NJ,08832,,,20260316,1,0,1,3,NJ,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=896985
2359783,J GRANDA TRANS LLC,,,,223 GROVE ST,CLIFTON,NJ,07013,,,20260316,6,6,0,10,NJ,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2359783
1113540,K & T EXPRESS INC,,,,781 FAIRVIEW AVE,FAIRVIEW,NJ,07022,,,20260316,1,1,0,1,NJ,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1113540
2638054,RODRIGUEZ EXPRESS LLC,,,,18 AMETHYST WAY,JACKSON,NJ,08527,,,20260316,1,1,0,2,NJ,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2638054
4397991,EXECUTIVE TOURS CORP,,,,6 ROLLING HILL LN,MILFORD,NJ,08848,,,20260316,1,1,0,1,NJ,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4397991
4397991,EXECUTIVE TOURS CORP,,,,6 ROLLING HILL LN,MILFORD,NJ,08848,,,20260316,1,1,0,1,NJ,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4397991
2956429,SANTA ROSA SITEWORKS LLC,,,,4272 N SPENCER FIELD RD,PACE,FL,32571,,,20260323,1,0,1,5,AL,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2956429
3859768,TRULINE LLC,,,,1105 N GATEWAY BLVD APT 3314,FORNEY,TX,75126,,,20260323,3,2,1,6,AL,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3859768
12728,HOWES OIL CO INC,,,,823 E 14TH ST,SIOUX FALLS,SD,57104,,,20260323,1,1,0,5,SD,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=12728
1113540,K & T EXPRESS INC,,,,781 FAIRVIEW AVE,FAIRVIEW,NJ,07022,,,20260316,1,1,0,1,NJ,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1113540
3089764,CABRERA TRANSPORT LLC,,,,303 N 13TH ST,NEWARK,NJ,07107,,,20260316,1,1,0,7,NJ,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3089764
4308570,FBI LOGISTICS LLC,,,,137 SAMBOURNE ST,WILKES BARRE,PA,18701,,,20260316,1,0,1,9,NJ,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4308570
4319814,SKY INDUSTRIAL LLC,,,,293 OREGON ST NUM A,VAUXHALL,NJ,07088,,,20260316,3,3,0,7,NJ,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4319814
3647170,J & I CASTILLO TRUCKING LLC,,,,41 RIZZOLO ROAD,KEARNY,NJ,07032,,,20260316,1,1,0,3,NJ,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3647170
1113540,K & T EXPRESS INC,,,,781 FAIRVIEW AVE,FAIRVIEW,NJ,07022,,,20260316,1,1,0,1,NJ,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1113540
879433,JORGE YEPIZ PLASCENCIA,,,,PROLONGACION BLVD 2000  #71,NOGALES,SO,84093,,,20260120,1,1,0,7,US,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=879433
1187269,PRIME LINE TRANSPORTATION INC,,,,1350 REMINGTON ROAD SUITE G,SCHAUMBURG,IL,60173,,,20260318,1,1,0,4,IN,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1187269
2462996,SOLITAIRE TRUCKING S DE RL DE CV,,,,C  38 1200,OJINAGA,CI,32883,,,20260319,1,1,0,1,US,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2462996
3901078,KJ MEDELEZ LLC,,,,800 E PUNKIN CENTER RD,HERMISTON,OR,97838,,,20260319,1,1,0,1,OR,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3901078
3901078,KJ MEDELEZ LLC,,,,800 E PUNKIN CENTER RD,HERMISTON,OR,97838,,,20260319,1,1,0,7,OR,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3901078
2053432,J&J AND SONS TRUCKING LLC,,,,304 SOUTH STREET,MABTON,WA,98935,,,20260319,4,4,0,7,OR,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2053432
1882717,CLASSIC STONE LLC,,,,3525 ST RD 32 W,WESTFIELD,IN,46074,,,20260319,1,0,1,2,IN,3,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1882717
2211268,BASIN TRANSPORTATION,,,,2626 ROAD N NE,MOSES LAKE,WA,98837,,,20260319,1,1,0,4,OR,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2211268
2562651,JSS LOGISTICS LLC,,,,24329 SHAGBARK DR,PLAINFIELD,IL,60585,,,20260320,1,0,1,3,IN,3,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2562651
3177985,HTCF TRANSPORT MX SA DE CV,,,,CARRETERA  ALDAMA A OJINAGA KM 94,OJINAGA,CI,32886,,,20260320,1,1,0,6,US,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3177985
3212502,NICE GUYS LLC,,,,707 DAVIS RD SUITE 105B,ELGIN,IL,60123,,,20260320,1,0,1,2,IN,3,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3212502
1485183,TJD ENERGY SERVICES LLC,,,,200 DUNNING STREET,CANONSBURG,PA,15317,,,20260323,1,1,0,4,WV,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1485183
1005312,LM TRANSPORTACIONES SA DE CV,,,,AUTOPISTA MONTERREY REYNOSA LTE 1 KM 36,CADEREYTA JIMENEZ,NL,67450,,,20260323,1,0,1,1,US,3,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1005312
373029,VANDER HAAG'S INC,,,,3809 4TH AVENUE W,SPENCER,IA,51301-2082,,,20260320,2,1,1,3,IN,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=373029
3323262,FAMILY LOGISTICS INC,,,,27207 NORTHLINE ROAD,TAYLOR,MI,48180,,,20260320,1,1,0,2,IN,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3323262
3819865,T GRAHAM COMPANIES,,,,711 W 41ST ST,SIOUX FALLS,SD,57105,,,20260323,1,1,0,2,KS,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3819865
2903428,VALENTIN CASTILLO REQUENA,,,,EMILIO MARTINEZ SN,VALLE HERMOSO,TA,87503,,,20260323,1,1,0,10,US,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2903428
3043735,LUIS ALFONSO OLIVAS MENDOZA,,,,CALLE  CUAUHTEMOC Y PRIVADA DE 24,OJINAGA,CI,32832,,,20260317,1,1,0,3,US,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3043735
1902472,4 C TRANSPORTATION LLC,,,,9710 LARK TRAIL,SALADO,TX,76571,,,20260323,1,1,0,7,KS,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1902472
3658248,E2M TRANSPORTATION INC,,,,12125 PEPPERWOOD DR,INDIANAPOLIS,IN,46236,,,20260323,1,1,0,11,KS,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3658248
2558709,MILLENIA AERO CORP,,,,1117 E ALGONQUIN RD STE A,ARLINGTON HEIGHTS,IL,60005,,,20260320,4,2,2,11,IN,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2558709
3177985,HTCF TRANSPORT MX SA DE CV,,,,CARRETERA  ALDAMA A OJINAGA KM 94,OJINAGA,CI,32886,,,20260317,1,1,0,2,US,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3177985
2177928,JAIME FERNANDO PALAFOX VILLEGAS,,,,ORIENTE 5 NO 505,RIO BRAVO,TA,88950,,,20260323,2,1,1,15,US,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2177928
1533882,RONNIE W ROBBINS,,,,901 SCOTT DRIVE,CLANTON,AL,35045,,,20260320,1,0,1,4,AL,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1533882
4304940,NONSTOP DELIVERY SERVICE INC,,,,146 S VIEW ST,HINCKLEY,IL,60520,,,20260320,2,0,2,3,IN,3,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4304940
1485183,TJD ENERGY SERVICES LLC,,,,200 DUNNING STREET,CANONSBURG,PA,15317,,,20260323,1,1,0,1,WV,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1485183
3131811,ADVANCED LIFT CARRIER SA DE CV,,,,AVENIDA DEL COMERCIO 1800,OJINAGA,CI,32881,,,20260313,1,1,0,3,US,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3131811
4083207,L & J EXPRESS TRANSPORTATION INC,,,,6 OAK LANE CT,OCALA,FL,34472,,,20260323,1,1,0,11,AL,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4083207
2285938,BUCCI EXPRESS INC,,,,10 GOUGAR RD UNIT 2-5,JOLIET,IL,60432,,,20260323,1,0,1,4,OR,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2285938
270089,BLACK GOLD EXPRESS INC,,,,308 - 34TH AVENUE,FAIRBANKS,AK,99701,,,20260323,2,2,0,2,AK,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=270089
1607364,ENCORE PAVEMENT LLC,,,,3515 N TOPEKA ST,WICHITA,KS,67219,,,20260323,1,1,0,3,KS,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1607364
